Incident_ID,Incident_Date,Category,Severity,Impact,Status,Escalated,Location_ID
INC00361,2023-12-13,Phishing,High,Severe,Resolved,No,LOC0067
INC00362,2025-12-22,Ransomware,Medium,Significant,Contained,Yes,LOC0051
INC00363,2026-01-26,Unauthorized Access,Medium,Moderate,Resolved,Yes,LOC0096
INC00364,2025-03-24,Ransomware,Medium,Moderate,Contained,No,LOC0036
INC00365,2023-06-06,Malware,High,Significant,Resolved,No,LOC0019
INC00366,2023-06-05,Unauthorized Access,Medium,Moderate,Investigating,No,LOC0038
INC00367,2024-09-02,Malware,Medium,Significant,Contained,Yes,LOC0062
INC00368,2025-01-21,Phishing,Critical,Moderate,Resolved,No,LOC0096
INC00369,2023-02-11,Malware,High,Significant,Contained,No,LOC0083
INC00370,2025-05-26,Malware,Medium,Low,Contained,No,LOC0002
INC00371,2024-11-26,DDoS,Critical,Low,Resolved,No,LOC0051
INC00372,2023-01-16,Insider Threat,Medium,Severe,Resolved,No,LOC0016
INC00373,2023-05-03,Insider Threat,Low,Severe,Resolved,Yes,LOC0037
INC00374,2024-08-03,Malware,Medium,Severe,Resolved,Yes,LOC0095
INC00375,2025-07-11,Malware,Low,Severe,Resolved,Yes,LOC0099
INC00376,2025-11-20,Ransomware,Medium,Moderate,Resolved,No,LOC0016
INC00377,2024-07-04,Data Breach,High,Moderate,Resolved,Yes,LOC0015
INC00378,2024-01-13,Data Breach,Low,Low,Investigating,Yes,LOC0070
INC00379,2026-05-21,Insider Threat,High,Moderate,Open,Yes,LOC0042
INC00380,2024-08-08,Ransomware,Critical,Moderate,Resolved,Yes,LOC0044
INC00381,2024-02-07,Phishing,High,Severe,Resolved,No,LOC0088
INC00382,2024-07-18,Malware,High,Low,Contained,Yes,LOC0093
INC00383,2023-01-16,Phishing,High,Low,Investigating,No,LOC0091
INC00384,2024-01-21,Malware,Critical,Moderate,Investigating,Yes,LOC0079
INC00385,2024-10-20,Insider Threat,Medium,Moderate,Contained,Yes,LOC0099
INC00386,2026-03-18,Ransomware,Low,Moderate,Resolved,Yes,LOC0072
INC00387,2025-07-31,Insider Threat,Medium,Significant,Investigating,No,LOC0089
INC00388,2025-09-24,Unauthorized Access,High,Moderate,Resolved,Yes,LOC0055
INC00389,2024-11-26,Unauthorized Access,Low,Significant,Resolved,No,LOC0006
INC00390,2024-05-14,DDoS,High,Severe,Resolved,Yes,LOC0082
INC00391,2026-06-27,Insider Threat,Low,Significant,Open,No,LOC0093
INC00392,2026-01-27,Malware,Critical,Significant,Resolved,Yes,LOC0032
INC00393,2025-05-24,Malware,Medium,Moderate,Resolved,No,LOC0043
INC00394,2023-12-29,DDoS,Low,Low,Resolved,No,LOC0058
INC00395,2025-09-20,DDoS,Low,Moderate,Open,Yes,LOC0066
INC00396,2025-12-04,Unauthorized Access,Medium,Severe,Contained,Yes,LOC0068
INC00397,2023-02-25,Data Breach,Medium,Significant,Resolved,No,LOC0040
INC00398,2023-05-16,Unauthorized Access,Low,Moderate,Investigating,Yes,LOC0086
INC00399,2025-04-30,Ransomware,Medium,Moderate,Contained,Yes,LOC0082
INC00400,2026-06-29,Ransomware,Medium,Severe,Resolved,No,LOC0095
INC00401,2023-01-31,Insider Threat,Medium,Significant,Resolved,Yes,LOC0058
INC00402,2025-04-30,Phishing,Medium,Significant,Open,No,LOC0008
INC00403,2023-06-24,Unauthorized Access,Medium,Severe,Contained,No,LOC0085
INC00404,2025-04-10,Unauthorized Access,Medium,Significant,Investigating,No,LOC0008
INC00405,2025-03-06,Insider Threat,Low,Significant,Resolved,Yes,LOC0020
INC00406,2023-04-26,Data Breach,Low,Moderate,Resolved,No,LOC0029
INC00407,2025-05-19,DDoS,Medium,Low,Investigating,No,LOC0019
INC00408,2026-02-19,Ransomware,High,Severe,Investigating,Yes,LOC0073
INC00409,2023-02-07,Ransomware,Critical,Significant,Investigating,No,LOC0045
INC00410,2023-11-11,DDoS,Critical,Moderate,Contained,No,LOC0022
INC00411,2023-11-04,Phishing,Medium,Significant,Resolved,No,LOC0001
INC00412,2024-08-01,Data Breach,High,Low,Contained,Yes,LOC0022
INC00413,2023-07-02,Phishing,Medium,Significant,Open,Yes,LOC0070
INC00414,2025-12-27,Data Breach,High,Moderate,Open,No,LOC0080
INC00415,2025-09-18,Insider Threat,High,Significant,Investigating,No,LOC0030
INC00416,2025-10-29,Web Attack,Critical,Significant,Resolved,No,LOC0008
INC00417,2023-09-11,Malware,Critical,Moderate,Resolved,Yes,LOC0056
INC00418,2023-01-19,Insider Threat,Medium,Low,Resolved,No,LOC0079
INC00419,2026-03-08,Malware,High,Significant,Investigating,Yes,LOC0008
INC00420,2024-01-04,Ransomware,High,Low,Resolved,No,LOC0080
INC00421,2025-04-18,Phishing,Medium,Low,Investigating,No,LOC0018
INC00422,2026-03-07,Phishing,Critical,Significant,Resolved,Yes,LOC0026
INC00423,2023-02-16,Phishing,Low,Moderate,Resolved,Yes,LOC0063
INC00424,2023-01-07,Malware,Critical,Moderate,Contained,Yes,LOC0006
INC00425,2023-01-07,Insider Threat,High,Moderate,Resolved,No,LOC0031
INC00426,2023-07-19,Malware,Low,Severe,Investigating,Yes,LOC0014
INC00427,2023-03-07,DDoS,High,Moderate,Resolved,No,LOC0022
INC00428,2025-11-13,Data Breach,Low,Moderate,Open,No,LOC0078
INC00429,2025-02-12,Web Attack,High,Moderate,Contained,No,LOC0023
INC00430,2026-06-05,Insider Threat,High,Moderate,Investigating,No,LOC0005
INC00431,2025-10-20,Phishing,High,Moderate,Open,No,LOC0022
INC00432,2026-05-14,Web Attack,Critical,Low,Open,No,LOC0009
INC00433,2023-11-01,Data Breach,Low,Low,Investigating,No,LOC0063
INC00434,2024-01-03,Phishing,Medium,Moderate,Resolved,No,LOC0098
INC00435,2025-12-20,DDoS,Medium,Severe,Contained,No,LOC0017
INC00436,2023-11-09,Web Attack,Low,Low,Investigating,No,LOC0073
INC00437,2023-03-15,DDoS,Medium,Moderate,Resolved,No,LOC0037
INC00438,2025-05-04,Phishing,Medium,Severe,Resolved,No,LOC0008
INC00439,2025-10-19,Web Attack,Medium,Severe,Investigating,Yes,LOC0069
INC00440,2026-05-21,Web Attack,Medium,Significant,Contained,No,LOC0021
INC00441,2026-03-30,Web Attack,Critical,Moderate,Resolved,Yes,LOC0052
INC00442,2023-06-03,Web Attack,Medium,Moderate,Resolved,No,LOC0051
INC00443,2025-09-12,Insider Threat,Critical,Moderate,Contained,No,LOC0060
INC00444,2025-12-16,DDoS,Medium,Low,Resolved,No,LOC0014
INC00445,2025-06-10,Phishing,Medium,Moderate,Investigating,Yes,LOC0026
INC00446,2025-11-12,Unauthorized Access,Medium,Significant,Investigating,No,LOC0074
INC00447,2025-12-06,Phishing,Medium,Moderate,Resolved,No,LOC0094
INC00448,2024-07-24,DDoS,Medium,Significant,Resolved,No,LOC0002
INC00449,2023-02-21,Data Breach,Medium,Moderate,Resolved,No,LOC0042
INC00450,2024-08-05,Web Attack,Low,Moderate,Open,No,LOC0089
INC00451,2023-09-15,Ransomware,Medium,Significant,Investigating,No,LOC0029
INC00452,2023-05-26,Ransomware,High,Severe,Open,Yes,LOC0045
INC00453,2023-06-09,Data Breach,Medium,Moderate,Investigating,No,LOC0091
INC00454,2025-06-09,Malware,Critical,Significant,Open,No,LOC0097
INC00455,2024-10-06,Unauthorized Access,Medium,Moderate,Contained,Yes,LOC0066
INC00456,2024-11-20,Data Breach,Critical,Low,Contained,No,LOC0070
INC00457,2025-08-09,Unauthorized Access,High,Significant,Resolved,No,LOC0062
INC00458,2024-12-01,DDoS,Critical,Low,Contained,No,LOC0029
INC00459,2025-03-15,Insider Threat,Critical,Moderate,Open,No,LOC0089
INC00460,2023-04-20,Ransomware,Low,Moderate,Resolved,No,LOC0004
INC00461,2025-12-22,Data Breach,High,Moderate,Open,Yes,LOC0006
INC00462,2024-07-27,DDoS,Low,Low,Resolved,No,LOC0061
INC00463,2023-07-18,Malware,High,Moderate,Open,No,LOC0084
INC00464,2025-11-04,Unauthorized Access,High,Severe,Contained,No,LOC0082
INC00465,2025-07-27,Malware,Medium,Significant,Resolved,No,LOC0068
INC00466,2023-03-09,Web Attack,Critical,Moderate,Resolved,No,LOC0038
INC00467,2023-09-04,Unauthorized Access,Low,Low,Resolved,No,LOC0036
INC00468,2023-01-21,Ransomware,High,Significant,Resolved,Yes,LOC0043
INC00469,2023-12-12,DDoS,High,Low,Investigating,No,LOC0026
INC00470,2023-05-08,Unauthorized Access,Low,Significant,Resolved,No,LOC0042
INC00471,2025-06-25,Ransomware,High,Significant,Resolved,No,LOC0011
INC00472,2024-10-29,Ransomware,High,Moderate,Resolved,Yes,LOC0032
INC00473,2026-06-05,DDoS,Low,Moderate,Contained,No,LOC0095
INC00474,2025-08-15,Ransomware,Medium,Low,Contained,Yes,LOC0071
INC00475,2025-02-19,Insider Threat,Medium,Low,Resolved,No,LOC0015
INC00476,2024-10-12,Malware,High,Moderate,Resolved,No,LOC0029
INC00477,2023-03-11,Insider Threat,Low,Severe,Investigating,Yes,LOC0026
INC00478,2023-03-31,Ransomware,Critical,Moderate,Investigating,No,LOC0029
INC00479,2025-02-26,Unauthorized Access,Critical,Significant,Investigating,No,LOC0070
INC00480,2023-02-24,Phishing,Medium,Significant,Contained,Yes,LOC0090
INC00481,2023-10-07,DDoS,Medium,Low,Investigating,No,LOC0072
INC00482,2026-02-03,Insider Threat,High,Low,Open,No,LOC0049
INC00483,2024-08-09,Ransomware,High,Moderate,Open,Yes,LOC0017
INC00484,2024-06-09,Phishing,Medium,Significant,Resolved,No,LOC0015
INC00485,2023-08-10,Unauthorized Access,Low,Moderate,Open,No,LOC0082
INC00486,2024-04-18,Phishing,Low,Significant,Open,Yes,LOC0068
INC00487,2023-04-28,Ransomware,Critical,Severe,Contained,Yes,LOC0052
INC00488,2025-09-10,DDoS,Medium,Significant,Investigating,No,LOC0058
INC00489,2024-04-25,Unauthorized Access,Critical,Severe,Resolved,Yes,LOC0085
INC00490,2026-06-05,Data Breach,Medium,Significant,Resolved,No,LOC0082
INC00491,2025-01-25,Data Breach,Critical,Severe,Contained,No,LOC0009
INC00492,2024-08-08,Insider Threat,Low,Severe,Contained,No,LOC0040
INC00493,2024-11-24,Malware,Low,Significant,Contained,No,LOC0005
INC00494,2025-09-28,Ransomware,Critical,Significant,Open,No,LOC0039
INC00495,2023-11-21,Malware,Critical,Severe,Investigating,No,LOC0064
INC00496,2025-03-23,Malware,Medium,Moderate,Investigating,No,LOC0021
INC00497,2026-01-19,Phishing,Medium,Significant,Open,No,LOC0016
INC00498,2024-12-31,Unauthorized Access,Medium,Moderate,Resolved,No,LOC0050
INC00499,2024-07-24,Web Attack,Medium,Severe,Open,No,LOC0053
INC00500,2023-07-05,Insider Threat,Medium,Moderate,Open,Yes,LOC0072
INC00501,2023-11-14,Data Breach,Critical,Significant,Contained,No,LOC0002
INC00502,2026-04-23,Insider Threat,Medium,Significant,Contained,No,LOC0025
INC00503,2024-11-22,Phishing,High,Severe,Investigating,Yes,LOC0078
INC00504,2024-01-20,Insider Threat,Low,Moderate,Open,Yes,LOC0069
INC00505,2024-06-18,Web Attack,Low,Significant,Investigating,No,LOC0090
INC00506,2025-01-08,Malware,High,Significant,Investigating,No,LOC0082
INC00507,2024-11-17,DDoS,Medium,Severe,Resolved,No,LOC0084
INC00508,2025-06-12,Insider Threat,High,Severe,Resolved,No,LOC0052
INC00509,2023-11-25,DDoS,Low,Significant,Contained,No,LOC0096
INC00510,2025-04-09,Insider Threat,Critical,Significant,Contained,No,LOC0042
INC00511,2024-07-19,Web Attack,High,Low,Resolved,Yes,LOC0091
INC00512,2026-04-16,DDoS,Critical,Severe,Resolved,No,LOC0040
INC00513,2023-07-21,Malware,Low,Moderate,Investigating,Yes,LOC0045
INC00514,2023-07-09,Ransomware,Medium,Significant,Open,No,LOC0069
INC00515,2024-08-12,Phishing,Medium,Significant,Contained,No,LOC0040
INC00516,2025-06-01,DDoS,High,Moderate,Resolved,No,LOC0015
INC00517,2024-05-30,Unauthorized Access,Medium,Moderate,Investigating,No,LOC0090
INC00518,2026-03-12,DDoS,Low,Moderate,Investigating,No,LOC0046
INC00519,2024-08-28,Phishing,Medium,Severe,Investigating,Yes,LOC0093
INC00520,2023-06-15,Ransomware,Medium,Moderate,Investigating,Yes,LOC0040
INC00521,2023-06-02,Data Breach,Medium,Low,Contained,Yes,LOC0098
INC00522,2026-05-28,Malware,Medium,Significant,Resolved,Yes,LOC0061
INC00523,2023-06-21,Phishing,Medium,Moderate,Contained,No,LOC0077
INC00524,2026-04-25,Web Attack,High,Severe,Investigating,No,LOC0076
INC00525,2023-12-22,Malware,Medium,Moderate,Open,No,LOC0021
INC00526,2023-04-30,DDoS,Medium,Moderate,Resolved,No,LOC0082
INC00527,2024-01-25,Phishing,High,Low,Contained,Yes,LOC0095
INC00528,2025-02-23,Malware,High,Moderate,Open,Yes,LOC0067
INC00529,2024-06-30,DDoS,Medium,Moderate,Investigating,No,LOC0095
INC00530,2025-09-30,Unauthorized Access,High,Significant,Resolved,No,LOC0085
INC00531,2025-02-19,Phishing,Critical,Moderate,Resolved,No,LOC0067
INC00532,2024-05-26,Malware,High,Moderate,Resolved,Yes,LOC0048
INC00533,2025-03-21,Phishing,Critical,Moderate,Resolved,No,LOC0086
INC00534,2026-05-25,Data Breach,High,Moderate,Contained,No,LOC0019
INC00535,2024-06-09,Insider Threat,Low,Severe,Contained,No,LOC0057
INC00536,2023-07-15,Phishing,Medium,Low,Investigating,Yes,LOC0082
INC00537,2024-06-06,Ransomware,High,Severe,Resolved,Yes,LOC0095
INC00538,2025-12-08,Ransomware,Critical,Moderate,Resolved,No,LOC0027
INC00539,2023-10-05,Ransomware,Medium,Low,Investigating,No,LOC0010
INC00540,2026-04-27,Phishing,Low,Moderate,Resolved,No,LOC0034
INC00541,2025-01-21,Malware,High,Low,Contained,Yes,LOC0087
INC00542,2025-02-07,Unauthorized Access,Low,Significant,Open,No,LOC0053
INC00543,2024-02-09,Ransomware,High,Moderate,Investigating,No,LOC0006
INC00544,2026-03-21,Ransomware,Medium,Moderate,Resolved,No,LOC0012
INC00545,2023-02-16,Ransomware,High,Significant,Resolved,No,LOC0034
INC00546,2024-01-17,Web Attack,Critical,Significant,Contained,No,LOC0035
INC00547,2024-06-18,Unauthorized Access,High,Severe,Resolved,No,LOC0014
INC00548,2024-09-01,DDoS,High,Severe,Resolved,No,LOC0050
INC00549,2024-08-28,Phishing,High,Significant,Resolved,No,LOC0048
INC00550,2023-07-08,Insider Threat,Critical,Significant,Resolved,No,LOC0020
INC00551,2023-10-16,Web Attack,Critical,Significant,Contained,No,LOC0024
INC00552,2023-05-02,Malware,Low,Moderate,Resolved,No,LOC0067
INC00553,2025-01-01,Web Attack,High,Significant,Resolved,No,LOC0096
INC00554,2024-03-24,Data Breach,Medium,Low,Resolved,No,LOC0100
INC00555,2024-12-23,Malware,Critical,Significant,Investigating,No,LOC0056
INC00556,2025-01-23,Insider Threat,High,Severe,Resolved,No,LOC0004
INC00557,2025-06-15,Malware,Medium,Low,Resolved,No,LOC0090
INC00558,2024-11-29,Malware,Medium,Severe,Investigating,No,LOC0096
INC00559,2025-04-07,Malware,Medium,Severe,Resolved,No,LOC0028
INC00560,2025-01-19,DDoS,High,Moderate,Contained,Yes,LOC0041
INC00561,2025-04-13,Unauthorized Access,Medium,Moderate,Investigating,No,LOC0003
INC00562,2025-02-26,DDoS,Low,Severe,Open,No,LOC0081
INC00563,2024-02-08,Malware,Critical,Severe,Resolved,No,LOC0078
INC00564,2025-10-02,Phishing,High,Low,Resolved,No,LOC0003
INC00565,2024-03-13,Insider Threat,Medium,Moderate,Investigating,No,LOC0071
INC00566,2024-12-02,Web Attack,Medium,Significant,Resolved,No,LOC0042
INC00567,2023-09-09,Insider Threat,Critical,Moderate,Investigating,No,LOC0055
INC00568,2024-07-04,Malware,High,Moderate,Contained,No,LOC0022
INC00569,2024-11-07,Insider Threat,High,Low,Resolved,No,LOC0082
INC00570,2025-03-10,Data Breach,Medium,Low,Resolved,No,LOC0041
INC00571,2024-11-03,Unauthorized Access,Medium,Significant,Resolved,No,LOC0085
INC00572,2024-04-05,Phishing,Low,Significant,Resolved,No,LOC0015
INC00573,2026-05-13,Web Attack,High,Significant,Resolved,No,LOC0059
INC00574,2024-10-16,DDoS,Low,Significant,Investigating,Yes,LOC0032
INC00575,2025-10-29,Malware,Low,Moderate,Investigating,No,LOC0097
INC00576,2025-07-29,Phishing,High,Moderate,Open,Yes,LOC0056
INC00577,2024-12-13,DDoS,Critical,Low,Resolved,No,LOC0072
INC00578,2026-02-05,Malware,High,Moderate,Resolved,No,LOC0009
INC00579,2023-06-13,Ransomware,Medium,Moderate,Resolved,No,LOC0068
INC00580,2026-03-22,DDoS,Medium,Low,Investigating,No,LOC0011
INC00581,2025-12-21,Web Attack,Medium,Low,Open,No,LOC0037
INC00582,2024-10-05,Malware,Medium,Low,Resolved,No,LOC0023
INC00583,2025-07-25,Unauthorized Access,High,Significant,Resolved,No,LOC0001
INC00584,2024-10-26,Web Attack,Medium,Significant,Investigating,No,LOC0059
INC00585,2023-12-10,Insider Threat,High,Severe,Investigating,No,LOC0025
INC00586,2025-10-18,Web Attack,Critical,Significant,Investigating,No,LOC0052
INC00587,2023-11-11,Phishing,Critical,Significant,Contained,Yes,LOC0077
INC00588,2024-02-06,Insider Threat,Low,Low,Investigating,Yes,LOC0018
INC00589,2024-10-25,Web Attack,Medium,Significant,Contained,No,LOC0071
INC00590,2025-12-05,Ransomware,Medium,Low,Resolved,Yes,LOC0030
INC00591,2024-05-05,DDoS,Medium,Moderate,Contained,No,LOC0034
INC00592,2024-09-23,Unauthorized Access,Medium,Moderate,Contained,Yes,LOC0058
INC00593,2023-02-23,DDoS,Low,Moderate,Open,No,LOC0063
INC00594,2023-05-28,Ransomware,High,Moderate,Resolved,Yes,LOC0066
INC00595,2023-03-13,Web Attack,Medium,Significant,Contained,Yes,LOC0020
INC00596,2023-04-03,Web Attack,Critical,Severe,Investigating,No,LOC0058
INC00597,2026-01-14,DDoS,Low,Significant,Open,No,LOC0027
INC00598,2025-12-11,Insider Threat,Low,Significant,Resolved,No,LOC0028
INC00599,2025-11-15,DDoS,Medium,Significant,Resolved,No,LOC0095
INC00600,2023-03-12,Insider Threat,Low,Low,Open,Yes,LOC0011
INC00601,2023-04-10,Unauthorized Access,Medium,Significant,Investigating,No,LOC0042
INC00602,2023-12-25,DDoS,Critical,Significant,Investigating,No,LOC0044
INC00603,2024-12-22,Phishing,Medium,Moderate,Resolved,Yes,LOC0025
INC00604,2024-03-02,Data Breach,Medium,Moderate,Resolved,No,LOC0079
INC00605,2024-09-14,Ransomware,High,Severe,Contained,No,LOC0049
INC00606,2023-08-09,Phishing,Medium,Significant,Contained,No,LOC0072
INC00607,2025-07-22,Phishing,High,Moderate,Resolved,No,LOC0039
INC00608,2024-02-05,Web Attack,Medium,Significant,Resolved,No,LOC0090
INC00609,2025-08-06,Malware,Critical,Moderate,Investigating,Yes,LOC0073
INC00610,2026-02-26,Insider Threat,Low,Moderate,Investigating,No,LOC0034
INC00611,2023-01-19,Insider Threat,Medium,Moderate,Contained,No,LOC0097
INC00612,2024-07-11,Malware,High,Moderate,Resolved,Yes,LOC0087
INC00613,2025-06-20,Unauthorized Access,Critical,Significant,Resolved,Yes,LOC0060
INC00614,2025-12-29,Unauthorized Access,Medium,Low,Resolved,No,LOC0002
INC00615,2024-06-14,Ransomware,High,Significant,Resolved,No,LOC0060
INC00616,2024-04-20,Data Breach,Low,Moderate,Investigating,No,LOC0070
INC00617,2025-06-24,DDoS,Low,Significant,Investigating,No,LOC0037
INC00618,2023-07-16,DDoS,Low,Significant,Open,No,LOC0015
INC00619,2023-11-02,DDoS,High,Significant,Resolved,No,LOC0057
INC00620,2025-02-06,Insider Threat,Medium,Significant,Resolved,No,LOC0081
INC00621,2025-05-03,Data Breach,High,Severe,Investigating,No,LOC0032
INC00622,2023-06-02,DDoS,Low,Moderate,Open,Yes,LOC0046
INC00623,2024-10-11,Web Attack,Critical,Significant,Resolved,Yes,LOC0001
INC00624,2024-04-11,Insider Threat,Critical,Significant,Resolved,No,LOC0071
INC00625,2024-10-02,Web Attack,Low,Moderate,Resolved,Yes,LOC0087
INC00626,2026-05-08,Data Breach,Low,Moderate,Investigating,No,LOC0078
INC00627,2023-04-08,DDoS,Low,Moderate,Resolved,No,LOC0043
INC00628,2026-06-25,Insider Threat,Critical,Moderate,Resolved,No,LOC0005
INC00629,2024-07-28,Ransomware,Medium,Moderate,Resolved,No,LOC0050
INC00630,2025-09-12,Ransomware,High,Moderate,Resolved,No,LOC0095
INC00631,2024-02-02,DDoS,Medium,Significant,Resolved,Yes,LOC0009
INC00632,2025-09-11,Web Attack,High,Moderate,Resolved,No,LOC0022
INC00633,2025-05-28,Unauthorized Access,Medium,Significant,Resolved,Yes,LOC0084
INC00634,2023-07-03,DDoS,Medium,Moderate,Contained,No,LOC0057
INC00635,2025-06-19,DDoS,Critical,Significant,Contained,Yes,LOC0018
INC00636,2025-08-19,Ransomware,Low,Low,Resolved,Yes,LOC0003
INC00637,2024-05-10,Data Breach,Critical,Moderate,Resolved,Yes,LOC0042
INC00638,2026-03-28,Ransomware,Low,Low,Open,No,LOC0060
INC00639,2025-03-29,Unauthorized Access,Medium,Significant,Investigating,Yes,LOC0085
INC00640,2024-03-02,Ransomware,Critical,Moderate,Resolved,No,LOC0089
INC00641,2023-01-14,Ransomware,High,Severe,Resolved,No,LOC0046
INC00642,2025-05-11,Web Attack,High,Moderate,Resolved,No,LOC0043
INC00643,2023-09-24,Ransomware,Medium,Significant,Contained,No,LOC0094
INC00644,2025-08-24,Malware,Medium,Moderate,Resolved,Yes,LOC0078
INC00645,2024-11-01,DDoS,Medium,Significant,Resolved,No,LOC0021
INC00646,2024-08-19,Unauthorized Access,High,Moderate,Investigating,No,LOC0069
INC00647,2023-07-29,Malware,Medium,Moderate,Investigating,No,LOC0072
INC00648,2025-06-27,Ransomware,Medium,Moderate,Resolved,No,LOC0024
INC00649,2023-07-31,Phishing,Medium,Low,Open,No,LOC0098
INC00650,2024-06-17,Unauthorized Access,Medium,Low,Resolved,No,LOC0030
INC00651,2026-03-21,Data Breach,Medium,Severe,Resolved,Yes,LOC0055
INC00652,2026-06-17,Web Attack,Low,Moderate,Resolved,No,LOC0050
INC00653,2026-05-08,DDoS,Critical,Low,Investigating,Yes,LOC0070
INC00654,2024-12-10,Insider Threat,High,Severe,Resolved,No,LOC0091
INC00655,2023-09-14,Phishing,Low,Low,Investigating,No,LOC0040
INC00656,2025-12-07,Insider Threat,High,Moderate,Resolved,Yes,LOC0039
INC00657,2025-10-20,Unauthorized Access,Critical,Significant,Investigating,Yes,LOC0076
INC00658,2026-06-18,Insider Threat,Medium,Severe,Resolved,No,LOC0096
INC00659,2025-04-11,Insider Threat,Low,Significant,Resolved,No,LOC0091
INC00660,2023-06-30,Unauthorized Access,Low,Moderate,Investigating,No,LOC0076
INC00661,2024-10-04,Ransomware,Low,Severe,Investigating,No,LOC0071
INC00662,2024-07-26,Unauthorized Access,High,Low,Resolved,No,LOC0077
INC00663,2025-12-12,Insider Threat,Critical,Severe,Open,No,LOC0094
INC00664,2024-05-16,Web Attack,Low,Severe,Investigating,Yes,LOC0002
INC00665,2024-02-24,Web Attack,High,Severe,Contained,No,LOC0059
INC00666,2023-04-13,Phishing,Low,Moderate,Resolved,No,LOC0004
INC00667,2025-12-02,Unauthorized Access,High,Low,Resolved,No,LOC0058
INC00668,2025-08-22,Malware,High,Significant,Contained,No,LOC0040
INC00669,2023-02-22,Data Breach,Medium,Moderate,Resolved,Yes,LOC0031
INC00670,2024-07-07,Web Attack,Low,Moderate,Contained,Yes,LOC0090
INC00671,2024-09-04,Malware,High,Severe,Contained,Yes,LOC0071
INC00672,2024-08-22,Data Breach,Critical,Significant,Contained,Yes,LOC0057
INC00673,2026-03-19,Web Attack,Medium,Moderate,Investigating,No,LOC0089
INC00674,2023-07-12,Insider Threat,Medium,Moderate,Investigating,Yes,LOC0010
INC00675,2023-08-20,DDoS,Low,Low,Resolved,No,LOC0065
INC00676,2023-11-08,Malware,High,Moderate,Open,No,LOC0016
INC00677,2026-03-04,Web Attack,High,Low,Resolved,No,LOC0024
INC00678,2026-04-16,Web Attack,High,Significant,Investigating,No,LOC0019
INC00679,2023-02-27,Unauthorized Access,High,Significant,Contained,No,LOC0055
INC00680,2025-03-18,Web Attack,Critical,Significant,Investigating,Yes,LOC0063
INC00681,2023-10-25,Malware,High,Moderate,Resolved,No,LOC0076
INC00682,2023-09-03,Unauthorized Access,Medium,Significant,Resolved,No,LOC0045
INC00683,2024-01-08,Malware,High,Significant,Contained,No,LOC0094
INC00684,2023-09-06,Web Attack,Medium,Severe,Investigating,No,LOC0038
INC00685,2024-09-17,Data Breach,Medium,Significant,Investigating,No,LOC0016
INC00686,2026-06-25,Web Attack,Critical,Significant,Resolved,No,LOC0004
INC00687,2025-01-18,Unauthorized Access,High,Moderate,Investigating,No,LOC0013
INC00688,2025-07-12,Malware,Critical,Moderate,Resolved,No,LOC0045
INC00689,2024-09-21,Malware,Medium,Severe,Investigating,No,LOC0042
INC00690,2023-01-18,Ransomware,High,Moderate,Investigating,No,LOC0086
INC00691,2023-04-18,Data Breach,Medium,Moderate,Resolved,No,LOC0013
INC00692,2023-12-10,Phishing,Low,Moderate,Contained,No,LOC0027
INC00693,2023-11-08,Insider Threat,Medium,Moderate,Open,No,LOC0099
INC00694,2025-12-09,Phishing,High,Significant,Resolved,No,LOC0003
INC00695,2025-12-13,DDoS,Low,Significant,Investigating,Yes,LOC0043
INC00696,2025-12-26,Phishing,Critical,Moderate,Contained,No,LOC0020
INC00697,2025-03-25,DDoS,Low,Moderate,Contained,No,LOC0054
INC00698,2024-12-11,DDoS,Medium,Severe,Contained,No,LOC0098
INC00699,2025-04-08,Malware,High,Moderate,Resolved,No,LOC0023
INC00700,2024-06-03,Unauthorized Access,Low,Severe,Open,No,LOC0038
INC00701,2025-05-05,Insider Threat,Critical,Moderate,Resolved,No,LOC0045
INC00702,2025-10-11,Web Attack,High,Significant,Resolved,Yes,LOC0080
INC00703,2025-09-01,Ransomware,Low,Significant,Resolved,Yes,LOC0099
INC00704,2025-02-22,Web Attack,High,Significant,Resolved,No,LOC0010
INC00705,2023-03-16,Web Attack,High,Low,Resolved,Yes,LOC0049
INC00706,2025-07-14,Web Attack,High,Severe,Resolved,No,LOC0076
INC00707,2024-04-13,Ransomware,Critical,Significant,Contained,Yes,LOC0001
INC00708,2025-08-07,Insider Threat,High,Significant,Contained,No,LOC0081
INC00709,2024-11-19,Unauthorized Access,High,Moderate,Resolved,No,LOC0025
INC00710,2026-01-30,Malware,Medium,Low,Contained,No,LOC0052
INC00711,2024-03-08,Ransomware,High,Moderate,Resolved,No,LOC0098
INC00712,2026-04-04,Data Breach,Critical,Moderate,Open,No,LOC0064
INC00713,2025-12-14,Phishing,High,Moderate,Resolved,No,LOC0099
INC00714,2024-02-27,DDoS,High,Significant,Investigating,No,LOC0061
INC00715,2024-09-08,Insider Threat,Medium,Moderate,Resolved,Yes,LOC0022
INC00716,2024-11-09,Phishing,High,Low,Investigating,Yes,LOC0070
INC00717,2025-09-08,DDoS,Critical,Low,Investigating,No,LOC0062
INC00718,2025-05-30,Phishing,Low,Moderate,Resolved,No,LOC0032
INC00719,2025-12-24,Unauthorized Access,Medium,Moderate,Resolved,No,LOC0008
INC00720,2024-04-17,Phishing,High,Significant,Resolved,No,LOC0065
INC00721,2024-10-06,Web Attack,Medium,Low,Resolved,No,LOC0058
INC00722,2024-07-04,Malware,High,Severe,Investigating,No,LOC0078
