Incident_ID,Location_ID,Location_Name,City,State,Country,Latitude,Longitude
INC00304,LOC0096,Hyderabad Site 7,Hyderabad,Telangana,India,17.522893,78.472338
INC00305,LOC0013,Kochi Site 1,Kochi,Kerala,India,9.896934,76.239129
INC00306,LOC0004,Kolkata Site 1,Kolkata,West Bengal,India,22.582827,88.338601
INC00307,LOC0065,Chennai Site 5,Chennai,Tamil Nadu,India,13.03152,80.196574
INC00308,LOC0005,Chennai Site 1,Chennai,Tamil Nadu,India,13.081356,80.202456
INC00309,LOC0078,Bengaluru Site 6,Bengaluru,Karnataka,India,12.967297,77.736034
INC00310,LOC0004,Kolkata Site 1,Kolkata,West Bengal,India,22.582827,88.338601
INC00311,LOC0098,Ahmedabad Site 7,Ahmedabad,Gujarat,India,22.933936,72.499822
INC00312,LOC0054,Jaipur Site 4,Jaipur,Rajasthan,India,26.836398,75.760177
INC00313,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00314,LOC0013,Kochi Site 1,Kochi,Kerala,India,9.896934,76.239129
INC00315,LOC0028,Kochi Site 2,Kochi,Kerala,India,9.89357,76.21619
INC00316,LOC0046,Delhi Site 4,Delhi,Delhi,India,28.667131,77.201121
INC00317,LOC0003,Bengaluru Site 1,Bengaluru,Karnataka,India,12.815517,77.490426
INC00318,LOC0011,Patna Site 1,Patna,Bihar,India,25.579311,85.083126
INC00319,LOC0033,Bengaluru Site 3,Bengaluru,Karnataka,India,13.028498,77.658068
INC00320,LOC0074,Bhubaneswar Site 5,Bhubaneswar,Odisha,India,20.247132,85.813237
INC00321,LOC0071,Patna Site 5,Patna,Bihar,India,25.627253,85.058437
INC00322,LOC0009,Jaipur Site 1,Jaipur,Rajasthan,India,26.9419,75.710589
INC00323,LOC0006,Hyderabad Site 1,Hyderabad,Telangana,India,17.455352,78.548923
INC00324,LOC0066,Hyderabad Site 5,Hyderabad,Telangana,India,17.353815,78.376565
INC00325,LOC0036,Hyderabad Site 3,Hyderabad,Telangana,India,17.282945,78.396037
INC00326,LOC0080,Chennai Site 6,Chennai,Tamil Nadu,India,13.042756,80.175904
INC00327,LOC0030,Chandigarh Site 2,Chandigarh,Chandigarh,India,30.664034,76.856862
INC00328,LOC0037,Pune Site 3,Pune,Maharashtra,India,18.446844,73.896473
INC00329,LOC0022,Pune Site 2,Pune,Maharashtra,India,18.467159,73.875273
INC00330,LOC0027,Bhopal Site 2,Bhopal,Madhya Pradesh,India,23.143328,77.387026
INC00331,LOC0071,Patna Site 5,Patna,Bihar,India,25.627253,85.058437
INC00332,LOC0048,Bengaluru Site 4,Bengaluru,Karnataka,India,12.836613,77.478831
INC00333,LOC0066,Hyderabad Site 5,Hyderabad,Telangana,India,17.353815,78.376565
INC00334,LOC0008,Ahmedabad Site 1,Ahmedabad,Gujarat,India,23.059901,72.502657
INC00335,LOC0054,Jaipur Site 4,Jaipur,Rajasthan,India,26.836398,75.760177
INC00336,LOC0046,Delhi Site 4,Delhi,Delhi,India,28.667131,77.201121
INC00337,LOC0092,Mumbai Site 7,Mumbai,Maharashtra,India,19.043126,72.966203
INC00338,LOC0043,Kochi Site 3,Kochi,Kerala,India,9.835533,76.306258
INC00339,LOC0011,Patna Site 1,Patna,Bihar,India,25.579311,85.083126
INC00340,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00341,LOC0015,Chandigarh Site 1,Chandigarh,Chandigarh,India,30.766319,76.813866
INC00342,LOC0091,Delhi Site 7,Delhi,Delhi,India,28.71838,77.226551
INC00343,LOC0039,Jaipur Site 3,Jaipur,Rajasthan,India,26.87822,75.799983
INC00344,LOC0079,Kolkata Site 6,Kolkata,West Bengal,India,22.583022,88.442519
INC00345,LOC0066,Hyderabad Site 5,Hyderabad,Telangana,India,17.353815,78.376565
INC00346,LOC0047,Mumbai Site 4,Mumbai,Maharashtra,India,19.042136,72.871323
INC00347,LOC0059,Bhubaneswar Site 4,Bhubaneswar,Odisha,India,20.314714,85.826248
INC00348,LOC0019,Kolkata Site 2,Kolkata,West Bengal,India,22.563484,88.296687
INC00349,LOC0008,Ahmedabad Site 1,Ahmedabad,Gujarat,India,23.059901,72.502657
INC00350,LOC0077,Mumbai Site 6,Mumbai,Maharashtra,India,18.942025,72.838795
INC00351,LOC0096,Hyderabad Site 7,Hyderabad,Telangana,India,17.522893,78.472338
INC00352,LOC0087,Bhopal Site 6,Bhopal,Madhya Pradesh,India,23.223501,77.314552
INC00353,LOC0031,Delhi Site 3,Delhi,Delhi,India,28.47927,77.182209
INC00354,LOC0036,Hyderabad Site 3,Hyderabad,Telangana,India,17.282945,78.396037
INC00355,LOC0036,Hyderabad Site 3,Hyderabad,Telangana,India,17.282945,78.396037
INC00356,LOC0071,Patna Site 5,Patna,Bihar,India,25.627253,85.058437
INC00357,LOC0063,Bengaluru Site 5,Bengaluru,Karnataka,India,13.038409,77.62315
INC00358,LOC0080,Chennai Site 6,Chennai,Tamil Nadu,India,13.042756,80.175904
INC00359,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00360,LOC0040,Lucknow Site 3,Lucknow,Uttar Pradesh,India,26.896747,80.921452
INC00361,LOC0067,Pune Site 5,Pune,Maharashtra,India,18.571212,73.838922
INC00362,LOC0051,Hyderabad Site 4,Hyderabad,Telangana,India,17.354747,78.590638
INC00363,LOC0096,Hyderabad Site 7,Hyderabad,Telangana,India,17.522893,78.472338
INC00364,LOC0036,Hyderabad Site 3,Hyderabad,Telangana,India,17.282945,78.396037
INC00365,LOC0019,Kolkata Site 2,Kolkata,West Bengal,India,22.563484,88.296687
INC00366,LOC0038,Ahmedabad Site 3,Ahmedabad,Gujarat,India,23.033894,72.626639
INC00367,LOC0062,Mumbai Site 5,Mumbai,Maharashtra,India,19.0936,72.986435
INC00368,LOC0096,Hyderabad Site 7,Hyderabad,Telangana,India,17.522893,78.472338
INC00369,LOC0083,Ahmedabad Site 6,Ahmedabad,Gujarat,India,23.089579,72.499166
INC00370,LOC0002,Mumbai Site 1,Mumbai,Maharashtra,India,19.136036,72.952945
INC00371,LOC0051,Hyderabad Site 4,Hyderabad,Telangana,India,17.354747,78.590638
INC00372,LOC0016,Delhi Site 2,Delhi,Delhi,India,28.785232,77.176487
INC00373,LOC0037,Pune Site 3,Pune,Maharashtra,India,18.446844,73.896473
INC00374,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00375,LOC0099,Jaipur Site 7,Jaipur,Rajasthan,India,26.963866,75.755732
INC00376,LOC0016,Delhi Site 2,Delhi,Delhi,India,28.785232,77.176487
INC00377,LOC0015,Chandigarh Site 1,Chandigarh,Chandigarh,India,30.766319,76.813866
INC00378,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00379,LOC0042,Bhopal Site 3,Bhopal,Madhya Pradesh,India,23.230856,77.382061
INC00380,LOC0044,Bhubaneswar Site 3,Bhubaneswar,Odisha,India,20.258548,85.8255
INC00381,LOC0088,Kochi Site 6,Kochi,Kerala,India,9.828965,76.281107
INC00382,LOC0093,Bengaluru Site 7,Bengaluru,Karnataka,India,13.005901,77.71746
INC00383,LOC0091,Delhi Site 7,Delhi,Delhi,India,28.71838,77.226551
INC00384,LOC0079,Kolkata Site 6,Kolkata,West Bengal,India,22.583022,88.442519
INC00385,LOC0099,Jaipur Site 7,Jaipur,Rajasthan,India,26.963866,75.755732
INC00386,LOC0072,Bhopal Site 5,Bhopal,Madhya Pradesh,India,23.089336,77.434017
INC00387,LOC0089,Bhubaneswar Site 6,Bhubaneswar,Odisha,India,20.422427,85.837299
INC00388,LOC0055,Lucknow Site 4,Lucknow,Uttar Pradesh,India,26.913925,80.808014
INC00389,LOC0006,Hyderabad Site 1,Hyderabad,Telangana,India,17.455352,78.548923
INC00390,LOC0082,Pune Site 6,Pune,Maharashtra,India,18.690678,73.790989
INC00391,LOC0093,Bengaluru Site 7,Bengaluru,Karnataka,India,13.005901,77.71746
INC00392,LOC0032,Mumbai Site 3,Mumbai,Maharashtra,India,19.08902,72.924598
INC00393,LOC0043,Kochi Site 3,Kochi,Kerala,India,9.835533,76.306258
INC00394,LOC0058,Kochi Site 4,Kochi,Kerala,India,9.93697,76.224941
INC00395,LOC0066,Hyderabad Site 5,Hyderabad,Telangana,India,17.353815,78.376565
INC00396,LOC0068,Ahmedabad Site 5,Ahmedabad,Gujarat,India,22.904835,72.490154
INC00397,LOC0040,Lucknow Site 3,Lucknow,Uttar Pradesh,India,26.896747,80.921452
INC00398,LOC0086,Patna Site 6,Patna,Bihar,India,25.541717,85.173286
INC00399,LOC0082,Pune Site 6,Pune,Maharashtra,India,18.690678,73.790989
INC00400,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00401,LOC0058,Kochi Site 4,Kochi,Kerala,India,9.93697,76.224941
INC00402,LOC0008,Ahmedabad Site 1,Ahmedabad,Gujarat,India,23.059901,72.502657
INC00403,LOC0085,Lucknow Site 6,Lucknow,Uttar Pradesh,India,26.834169,80.942939
INC00404,LOC0008,Ahmedabad Site 1,Ahmedabad,Gujarat,India,23.059901,72.502657
INC00405,LOC0020,Chennai Site 2,Chennai,Tamil Nadu,India,13.016742,80.322747
INC00406,LOC0029,Bhubaneswar Site 2,Bhubaneswar,Odisha,India,20.274089,85.944095
INC00407,LOC0019,Kolkata Site 2,Kolkata,West Bengal,India,22.563484,88.296687
INC00408,LOC0073,Kochi Site 5,Kochi,Kerala,India,9.866165,76.234071
INC00409,LOC0045,Chandigarh Site 3,Chandigarh,Chandigarh,India,30.77176,76.815122
INC00410,LOC0022,Pune Site 2,Pune,Maharashtra,India,18.467159,73.875273
INC00411,LOC0001,Delhi Site 1,Delhi,Delhi,India,28.638277,77.125801
INC00412,LOC0022,Pune Site 2,Pune,Maharashtra,India,18.467159,73.875273
INC00413,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00414,LOC0080,Chennai Site 6,Chennai,Tamil Nadu,India,13.042756,80.175904
INC00415,LOC0030,Chandigarh Site 2,Chandigarh,Chandigarh,India,30.664034,76.856862
INC00416,LOC0008,Ahmedabad Site 1,Ahmedabad,Gujarat,India,23.059901,72.502657
INC00417,LOC0056,Patna Site 4,Patna,Bihar,India,25.628854,85.156619
INC00418,LOC0079,Kolkata Site 6,Kolkata,West Bengal,India,22.583022,88.442519
INC00419,LOC0008,Ahmedabad Site 1,Ahmedabad,Gujarat,India,23.059901,72.502657
INC00420,LOC0080,Chennai Site 6,Chennai,Tamil Nadu,India,13.042756,80.175904
INC00421,LOC0018,Bengaluru Site 2,Bengaluru,Karnataka,India,13.020878,77.684918
INC00422,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00423,LOC0063,Bengaluru Site 5,Bengaluru,Karnataka,India,13.038409,77.62315
INC00424,LOC0006,Hyderabad Site 1,Hyderabad,Telangana,India,17.455352,78.548923
INC00425,LOC0031,Delhi Site 3,Delhi,Delhi,India,28.47927,77.182209
INC00426,LOC0014,Bhubaneswar Site 1,Bhubaneswar,Odisha,India,20.338685,85.853736
INC00427,LOC0022,Pune Site 2,Pune,Maharashtra,India,18.467159,73.875273
INC00428,LOC0078,Bengaluru Site 6,Bengaluru,Karnataka,India,12.967297,77.736034
INC00429,LOC0023,Ahmedabad Site 2,Ahmedabad,Gujarat,India,23.031835,72.588895
INC00430,LOC0005,Chennai Site 1,Chennai,Tamil Nadu,India,13.081356,80.202456
INC00431,LOC0022,Pune Site 2,Pune,Maharashtra,India,18.467159,73.875273
INC00432,LOC0009,Jaipur Site 1,Jaipur,Rajasthan,India,26.9419,75.710589
INC00433,LOC0063,Bengaluru Site 5,Bengaluru,Karnataka,India,13.038409,77.62315
INC00434,LOC0098,Ahmedabad Site 7,Ahmedabad,Gujarat,India,22.933936,72.499822
INC00435,LOC0017,Mumbai Site 2,Mumbai,Maharashtra,India,19.035021,72.812598
INC00436,LOC0073,Kochi Site 5,Kochi,Kerala,India,9.866165,76.234071
INC00437,LOC0037,Pune Site 3,Pune,Maharashtra,India,18.446844,73.896473
INC00438,LOC0008,Ahmedabad Site 1,Ahmedabad,Gujarat,India,23.059901,72.502657
INC00439,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00440,LOC0021,Hyderabad Site 2,Hyderabad,Telangana,India,17.44446,78.530152
INC00441,LOC0052,Pune Site 4,Pune,Maharashtra,India,18.491899,73.915701
INC00442,LOC0051,Hyderabad Site 4,Hyderabad,Telangana,India,17.354747,78.590638
INC00443,LOC0060,Chandigarh Site 4,Chandigarh,Chandigarh,India,30.861442,76.760252
INC00444,LOC0014,Bhubaneswar Site 1,Bhubaneswar,Odisha,India,20.338685,85.853736
INC00445,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00446,LOC0074,Bhubaneswar Site 5,Bhubaneswar,Odisha,India,20.247132,85.813237
INC00447,LOC0094,Kolkata Site 7,Kolkata,West Bengal,India,22.587259,88.265942
INC00448,LOC0002,Mumbai Site 1,Mumbai,Maharashtra,India,19.136036,72.952945
INC00449,LOC0042,Bhopal Site 3,Bhopal,Madhya Pradesh,India,23.230856,77.382061
INC00450,LOC0089,Bhubaneswar Site 6,Bhubaneswar,Odisha,India,20.422427,85.837299
INC00451,LOC0029,Bhubaneswar Site 2,Bhubaneswar,Odisha,India,20.274089,85.944095
INC00452,LOC0045,Chandigarh Site 3,Chandigarh,Chandigarh,India,30.77176,76.815122
INC00453,LOC0091,Delhi Site 7,Delhi,Delhi,India,28.71838,77.226551
INC00454,LOC0097,Pune Site 7,Pune,Maharashtra,India,18.489745,73.973616
INC00455,LOC0066,Hyderabad Site 5,Hyderabad,Telangana,India,17.353815,78.376565
INC00456,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00457,LOC0062,Mumbai Site 5,Mumbai,Maharashtra,India,19.0936,72.986435
INC00458,LOC0029,Bhubaneswar Site 2,Bhubaneswar,Odisha,India,20.274089,85.944095
INC00459,LOC0089,Bhubaneswar Site 6,Bhubaneswar,Odisha,India,20.422427,85.837299
INC00460,LOC0004,Kolkata Site 1,Kolkata,West Bengal,India,22.582827,88.338601
INC00461,LOC0006,Hyderabad Site 1,Hyderabad,Telangana,India,17.455352,78.548923
INC00462,LOC0061,Delhi Site 5,Delhi,Delhi,India,28.53202,77.223342
INC00463,LOC0084,Jaipur Site 6,Jaipur,Rajasthan,India,26.986926,75.818096
INC00464,LOC0082,Pune Site 6,Pune,Maharashtra,India,18.690678,73.790989
INC00465,LOC0068,Ahmedabad Site 5,Ahmedabad,Gujarat,India,22.904835,72.490154
INC00466,LOC0038,Ahmedabad Site 3,Ahmedabad,Gujarat,India,23.033894,72.626639
INC00467,LOC0036,Hyderabad Site 3,Hyderabad,Telangana,India,17.282945,78.396037
INC00468,LOC0043,Kochi Site 3,Kochi,Kerala,India,9.835533,76.306258
INC00469,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00470,LOC0042,Bhopal Site 3,Bhopal,Madhya Pradesh,India,23.230856,77.382061
INC00471,LOC0011,Patna Site 1,Patna,Bihar,India,25.579311,85.083126
INC00472,LOC0032,Mumbai Site 3,Mumbai,Maharashtra,India,19.08902,72.924598
INC00473,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00474,LOC0071,Patna Site 5,Patna,Bihar,India,25.627253,85.058437
INC00475,LOC0015,Chandigarh Site 1,Chandigarh,Chandigarh,India,30.766319,76.813866
INC00476,LOC0029,Bhubaneswar Site 2,Bhubaneswar,Odisha,India,20.274089,85.944095
INC00477,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00478,LOC0029,Bhubaneswar Site 2,Bhubaneswar,Odisha,India,20.274089,85.944095
INC00479,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00480,LOC0090,Chandigarh Site 6,Chandigarh,Chandigarh,India,30.723809,76.802266
INC00481,LOC0072,Bhopal Site 5,Bhopal,Madhya Pradesh,India,23.089336,77.434017
INC00482,LOC0049,Kolkata Site 4,Kolkata,West Bengal,India,22.466784,88.28412
INC00483,LOC0017,Mumbai Site 2,Mumbai,Maharashtra,India,19.035021,72.812598
INC00484,LOC0015,Chandigarh Site 1,Chandigarh,Chandigarh,India,30.766319,76.813866
INC00485,LOC0082,Pune Site 6,Pune,Maharashtra,India,18.690678,73.790989
INC00486,LOC0068,Ahmedabad Site 5,Ahmedabad,Gujarat,India,22.904835,72.490154
INC00487,LOC0052,Pune Site 4,Pune,Maharashtra,India,18.491899,73.915701
INC00488,LOC0058,Kochi Site 4,Kochi,Kerala,India,9.93697,76.224941
INC00489,LOC0085,Lucknow Site 6,Lucknow,Uttar Pradesh,India,26.834169,80.942939
INC00490,LOC0082,Pune Site 6,Pune,Maharashtra,India,18.690678,73.790989
INC00491,LOC0009,Jaipur Site 1,Jaipur,Rajasthan,India,26.9419,75.710589
INC00492,LOC0040,Lucknow Site 3,Lucknow,Uttar Pradesh,India,26.896747,80.921452
INC00493,LOC0005,Chennai Site 1,Chennai,Tamil Nadu,India,13.081356,80.202456
INC00494,LOC0039,Jaipur Site 3,Jaipur,Rajasthan,India,26.87822,75.799983
INC00495,LOC0064,Kolkata Site 5,Kolkata,West Bengal,India,22.689664,88.268799
INC00496,LOC0021,Hyderabad Site 2,Hyderabad,Telangana,India,17.44446,78.530152
INC00497,LOC0016,Delhi Site 2,Delhi,Delhi,India,28.785232,77.176487
INC00498,LOC0050,Chennai Site 4,Chennai,Tamil Nadu,India,13.114682,80.198262
INC00499,LOC0053,Ahmedabad Site 4,Ahmedabad,Gujarat,India,22.947811,72.554965
INC00500,LOC0072,Bhopal Site 5,Bhopal,Madhya Pradesh,India,23.089336,77.434017
INC00501,LOC0002,Mumbai Site 1,Mumbai,Maharashtra,India,19.136036,72.952945
INC00502,LOC0025,Lucknow Site 2,Lucknow,Uttar Pradesh,India,26.901013,80.951606
INC00503,LOC0078,Bengaluru Site 6,Bengaluru,Karnataka,India,12.967297,77.736034
INC00504,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00505,LOC0090,Chandigarh Site 6,Chandigarh,Chandigarh,India,30.723809,76.802266
INC00506,LOC0082,Pune Site 6,Pune,Maharashtra,India,18.690678,73.790989
INC00507,LOC0084,Jaipur Site 6,Jaipur,Rajasthan,India,26.986926,75.818096
INC00508,LOC0052,Pune Site 4,Pune,Maharashtra,India,18.491899,73.915701
INC00509,LOC0096,Hyderabad Site 7,Hyderabad,Telangana,India,17.522893,78.472338
INC00510,LOC0042,Bhopal Site 3,Bhopal,Madhya Pradesh,India,23.230856,77.382061
INC00511,LOC0091,Delhi Site 7,Delhi,Delhi,India,28.71838,77.226551
INC00512,LOC0040,Lucknow Site 3,Lucknow,Uttar Pradesh,India,26.896747,80.921452
INC00513,LOC0045,Chandigarh Site 3,Chandigarh,Chandigarh,India,30.77176,76.815122
INC00514,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00515,LOC0040,Lucknow Site 3,Lucknow,Uttar Pradesh,India,26.896747,80.921452
INC00516,LOC0015,Chandigarh Site 1,Chandigarh,Chandigarh,India,30.766319,76.813866
INC00517,LOC0090,Chandigarh Site 6,Chandigarh,Chandigarh,India,30.723809,76.802266
INC00518,LOC0046,Delhi Site 4,Delhi,Delhi,India,28.667131,77.201121
INC00519,LOC0093,Bengaluru Site 7,Bengaluru,Karnataka,India,13.005901,77.71746
INC00520,LOC0040,Lucknow Site 3,Lucknow,Uttar Pradesh,India,26.896747,80.921452
INC00521,LOC0098,Ahmedabad Site 7,Ahmedabad,Gujarat,India,22.933936,72.499822
INC00522,LOC0061,Delhi Site 5,Delhi,Delhi,India,28.53202,77.223342
INC00523,LOC0077,Mumbai Site 6,Mumbai,Maharashtra,India,18.942025,72.838795
INC00524,LOC0076,Delhi Site 6,Delhi,Delhi,India,28.601209,77.126148
INC00525,LOC0021,Hyderabad Site 2,Hyderabad,Telangana,India,17.44446,78.530152
INC00526,LOC0082,Pune Site 6,Pune,Maharashtra,India,18.690678,73.790989
INC00527,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00528,LOC0067,Pune Site 5,Pune,Maharashtra,India,18.571212,73.838922
INC00529,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00530,LOC0085,Lucknow Site 6,Lucknow,Uttar Pradesh,India,26.834169,80.942939
INC00531,LOC0067,Pune Site 5,Pune,Maharashtra,India,18.571212,73.838922
INC00532,LOC0048,Bengaluru Site 4,Bengaluru,Karnataka,India,12.836613,77.478831
INC00533,LOC0086,Patna Site 6,Patna,Bihar,India,25.541717,85.173286
INC00534,LOC0019,Kolkata Site 2,Kolkata,West Bengal,India,22.563484,88.296687
INC00535,LOC0057,Bhopal Site 4,Bhopal,Madhya Pradesh,India,23.212368,77.296915
INC00536,LOC0082,Pune Site 6,Pune,Maharashtra,India,18.690678,73.790989
INC00537,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00538,LOC0027,Bhopal Site 2,Bhopal,Madhya Pradesh,India,23.143328,77.387026
INC00539,LOC0010,Lucknow Site 1,Lucknow,Uttar Pradesh,India,26.916976,80.942206
INC00540,LOC0034,Kolkata Site 3,Kolkata,West Bengal,India,22.544702,88.326912
INC00541,LOC0087,Bhopal Site 6,Bhopal,Madhya Pradesh,India,23.223501,77.314552
INC00542,LOC0053,Ahmedabad Site 4,Ahmedabad,Gujarat,India,22.947811,72.554965
INC00543,LOC0006,Hyderabad Site 1,Hyderabad,Telangana,India,17.455352,78.548923
INC00544,LOC0012,Bhopal Site 1,Bhopal,Madhya Pradesh,India,23.357703,77.400238
INC00545,LOC0034,Kolkata Site 3,Kolkata,West Bengal,India,22.544702,88.326912
INC00546,LOC0035,Chennai Site 3,Chennai,Tamil Nadu,India,13.151338,80.255396
INC00547,LOC0014,Bhubaneswar Site 1,Bhubaneswar,Odisha,India,20.338685,85.853736
INC00548,LOC0050,Chennai Site 4,Chennai,Tamil Nadu,India,13.114682,80.198262
INC00549,LOC0048,Bengaluru Site 4,Bengaluru,Karnataka,India,12.836613,77.478831
INC00550,LOC0020,Chennai Site 2,Chennai,Tamil Nadu,India,13.016742,80.322747
INC00551,LOC0024,Jaipur Site 2,Jaipur,Rajasthan,India,26.982114,75.805188
INC00552,LOC0067,Pune Site 5,Pune,Maharashtra,India,18.571212,73.838922
INC00553,LOC0096,Hyderabad Site 7,Hyderabad,Telangana,India,17.522893,78.472338
INC00554,LOC0100,Lucknow Site 7,Lucknow,Uttar Pradesh,India,26.84629,80.933125
INC00555,LOC0056,Patna Site 4,Patna,Bihar,India,25.628854,85.156619
INC00556,LOC0004,Kolkata Site 1,Kolkata,West Bengal,India,22.582827,88.338601
INC00557,LOC0090,Chandigarh Site 6,Chandigarh,Chandigarh,India,30.723809,76.802266
INC00558,LOC0096,Hyderabad Site 7,Hyderabad,Telangana,India,17.522893,78.472338
INC00559,LOC0028,Kochi Site 2,Kochi,Kerala,India,9.89357,76.21619
INC00560,LOC0041,Patna Site 3,Patna,Bihar,India,25.630642,85.084646
INC00561,LOC0003,Bengaluru Site 1,Bengaluru,Karnataka,India,12.815517,77.490426
INC00562,LOC0081,Hyderabad Site 6,Hyderabad,Telangana,India,17.307791,78.428682
INC00563,LOC0078,Bengaluru Site 6,Bengaluru,Karnataka,India,12.967297,77.736034
INC00564,LOC0003,Bengaluru Site 1,Bengaluru,Karnataka,India,12.815517,77.490426
INC00565,LOC0071,Patna Site 5,Patna,Bihar,India,25.627253,85.058437
INC00566,LOC0042,Bhopal Site 3,Bhopal,Madhya Pradesh,India,23.230856,77.382061
INC00567,LOC0055,Lucknow Site 4,Lucknow,Uttar Pradesh,India,26.913925,80.808014
INC00568,LOC0022,Pune Site 2,Pune,Maharashtra,India,18.467159,73.875273
INC00569,LOC0082,Pune Site 6,Pune,Maharashtra,India,18.690678,73.790989
INC00570,LOC0041,Patna Site 3,Patna,Bihar,India,25.630642,85.084646
INC00571,LOC0085,Lucknow Site 6,Lucknow,Uttar Pradesh,India,26.834169,80.942939
INC00572,LOC0015,Chandigarh Site 1,Chandigarh,Chandigarh,India,30.766319,76.813866
INC00573,LOC0059,Bhubaneswar Site 4,Bhubaneswar,Odisha,India,20.314714,85.826248
INC00574,LOC0032,Mumbai Site 3,Mumbai,Maharashtra,India,19.08902,72.924598
INC00575,LOC0097,Pune Site 7,Pune,Maharashtra,India,18.489745,73.973616
INC00576,LOC0056,Patna Site 4,Patna,Bihar,India,25.628854,85.156619
INC00577,LOC0072,Bhopal Site 5,Bhopal,Madhya Pradesh,India,23.089336,77.434017
INC00578,LOC0009,Jaipur Site 1,Jaipur,Rajasthan,India,26.9419,75.710589
INC00579,LOC0068,Ahmedabad Site 5,Ahmedabad,Gujarat,India,22.904835,72.490154
INC00580,LOC0011,Patna Site 1,Patna,Bihar,India,25.579311,85.083126
INC00581,LOC0037,Pune Site 3,Pune,Maharashtra,India,18.446844,73.896473
INC00582,LOC0023,Ahmedabad Site 2,Ahmedabad,Gujarat,India,23.031835,72.588895
INC00583,LOC0001,Delhi Site 1,Delhi,Delhi,India,28.638277,77.125801
INC00584,LOC0059,Bhubaneswar Site 4,Bhubaneswar,Odisha,India,20.314714,85.826248
INC00585,LOC0025,Lucknow Site 2,Lucknow,Uttar Pradesh,India,26.901013,80.951606
INC00586,LOC0052,Pune Site 4,Pune,Maharashtra,India,18.491899,73.915701
INC00587,LOC0077,Mumbai Site 6,Mumbai,Maharashtra,India,18.942025,72.838795
INC00588,LOC0018,Bengaluru Site 2,Bengaluru,Karnataka,India,13.020878,77.684918
INC00589,LOC0071,Patna Site 5,Patna,Bihar,India,25.627253,85.058437
INC00590,LOC0030,Chandigarh Site 2,Chandigarh,Chandigarh,India,30.664034,76.856862
INC00591,LOC0034,Kolkata Site 3,Kolkata,West Bengal,India,22.544702,88.326912
INC00592,LOC0058,Kochi Site 4,Kochi,Kerala,India,9.93697,76.224941
INC00593,LOC0063,Bengaluru Site 5,Bengaluru,Karnataka,India,13.038409,77.62315
INC00594,LOC0066,Hyderabad Site 5,Hyderabad,Telangana,India,17.353815,78.376565
INC00595,LOC0020,Chennai Site 2,Chennai,Tamil Nadu,India,13.016742,80.322747
INC00596,LOC0058,Kochi Site 4,Kochi,Kerala,India,9.93697,76.224941
INC00597,LOC0027,Bhopal Site 2,Bhopal,Madhya Pradesh,India,23.143328,77.387026
INC00598,LOC0028,Kochi Site 2,Kochi,Kerala,India,9.89357,76.21619
INC00599,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00600,LOC0011,Patna Site 1,Patna,Bihar,India,25.579311,85.083126
INC00601,LOC0042,Bhopal Site 3,Bhopal,Madhya Pradesh,India,23.230856,77.382061
INC00602,LOC0044,Bhubaneswar Site 3,Bhubaneswar,Odisha,India,20.258548,85.8255
INC00603,LOC0025,Lucknow Site 2,Lucknow,Uttar Pradesh,India,26.901013,80.951606
INC00604,LOC0079,Kolkata Site 6,Kolkata,West Bengal,India,22.583022,88.442519
INC00605,LOC0049,Kolkata Site 4,Kolkata,West Bengal,India,22.466784,88.28412
INC00606,LOC0072,Bhopal Site 5,Bhopal,Madhya Pradesh,India,23.089336,77.434017
INC00607,LOC0039,Jaipur Site 3,Jaipur,Rajasthan,India,26.87822,75.799983
INC00608,LOC0090,Chandigarh Site 6,Chandigarh,Chandigarh,India,30.723809,76.802266
