Response_ID,Incident_ID,Response_Time_Minutes,Resolution_Time_Minutes,Response_Status,Response_Team,Escalation_Level
RES00492,INC00492,17,823,Closed,SOC Tier 1,L1
RES00493,INC00493,5,985,Closed,SOC Tier 2,L1
RES00494,INC00494,111,588,In Progress,SOC Tier 1,L1
RES00495,INC00495,113,1092,In Progress,SOC Tier 1,L1
RES00496,INC00496,32,1061,Closed,Forensics,L1
RES00497,INC00497,52,943,In Progress,Incident Response,L1
RES00498,INC00498,80,255,Closed,SOC Tier 2,L1
RES00499,INC00499,16,776,Closed,SOC Tier 2,L1
RES00500,INC00500,33,1065,Closed,SOC Tier 2,L3
RES00501,INC00501,18,326,Contained,SOC Tier 1,L1
RES00502,INC00502,42,1182,Closed,Forensics,L1
RES00503,INC00503,26,1244,Closed,SOC Tier 1,L2
RES00504,INC00504,17,806,Pending,SOC Tier 2,L3
RES00505,INC00505,19,1408,In Progress,SOC Tier 1,L1
RES00506,INC00506,13,1252,In Progress,Forensics,L1
RES00507,INC00507,49,736,Contained,SOC Tier 2,L1
RES00508,INC00508,137,1413,Closed,SOC Tier 2,L1
RES00509,INC00509,25,1370,Closed,Network Security,L1
RES00510,INC00510,51,233,Contained,Incident Response,L1
RES00511,INC00511,63,1500,Closed,SOC Tier 2,L2
RES00512,INC00512,121,158,In Progress,Incident Response,L1
RES00513,INC00513,15,730,In Progress,Incident Response,L2
RES00514,INC00514,11,1363,Pending,SOC Tier 2,L1
RES00515,INC00515,19,1070,Closed,Incident Response,L1
RES00516,INC00516,55,461,Closed,SOC Tier 2,L1
RES00517,INC00517,43,980,Closed,Forensics,L1
RES00518,INC00518,10,342,Closed,Incident Response,L1
RES00519,INC00519,5,369,In Progress,Network Security,L3
RES00520,INC00520,24,1339,Closed,SOC Tier 2,L2
RES00521,INC00521,110,206,In Progress,Network Security,L3
RES00522,INC00522,49,1435,Contained,Incident Response,L2
RES00523,INC00523,42,711,Contained,Network Security,L1
RES00524,INC00524,33,154,Pending,Incident Response,L1
RES00525,INC00525,25,1164,In Progress,Network Security,L1
RES00526,INC00526,5,103,In Progress,SOC Tier 1,L1
RES00527,INC00527,31,519,In Progress,Network Security,L3
RES00528,INC00528,84,453,Closed,Network Security,L3
RES00529,INC00529,42,1178,Contained,Incident Response,L1
RES00530,INC00530,38,627,Contained,SOC Tier 1,L1
RES00531,INC00531,103,1056,Closed,Incident Response,L1
RES00532,INC00532,67,198,Closed,Network Security,L2
RES00533,INC00533,70,1080,Contained,Incident Response,L1
RES00534,INC00534,90,1122,Closed,SOC Tier 1,L1
RES00535,INC00535,19,451,In Progress,SOC Tier 2,L1
RES00536,INC00536,26,1298,In Progress,Forensics,L3
RES00537,INC00537,21,713,Closed,SOC Tier 2,L3
RES00538,INC00538,77,1047,Contained,Incident Response,L1
RES00539,INC00539,23,309,Closed,SOC Tier 2,L1
RES00540,INC00540,9,1354,Pending,Network Security,L1
RES00541,INC00541,13,390,Closed,Incident Response,L2
RES00542,INC00542,41,953,Closed,SOC Tier 2,L1
RES00543,INC00543,157,313,Closed,Incident Response,L1
RES00544,INC00544,32,125,In Progress,Incident Response,L1
RES00545,INC00545,76,284,In Progress,Incident Response,L1
RES00546,INC00546,156,1515,Closed,SOC Tier 2,L1
RES00547,INC00547,58,384,Closed,SOC Tier 1,L1
RES00548,INC00548,80,1350,Pending,Network Security,L1
RES00549,INC00549,99,947,Pending,SOC Tier 2,L1
RES00550,INC00550,127,282,Closed,Network Security,L1
RES00551,INC00551,194,846,Closed,SOC Tier 2,L1
RES00552,INC00552,9,714,Closed,Forensics,L1
RES00553,INC00553,63,469,Closed,Network Security,L1
RES00554,INC00554,182,1063,In Progress,Incident Response,L1
RES00555,INC00555,226,1470,In Progress,SOC Tier 2,L1
RES00556,INC00556,74,1350,Closed,Network Security,L1
RES00557,INC00557,16,786,Closed,SOC Tier 1,L1
RES00558,INC00558,37,1326,In Progress,SOC Tier 1,L1
RES00559,INC00559,69,1400,Closed,SOC Tier 1,L1
RES00560,INC00560,106,260,In Progress,SOC Tier 2,L3
RES00561,INC00561,6,931,In Progress,Incident Response,L1
RES00562,INC00562,5,1125,Closed,SOC Tier 2,L1
RES00563,INC00563,26,78,In Progress,SOC Tier 1,L1
RES00564,INC00564,90,970,Pending,SOC Tier 2,L1
RES00565,INC00565,8,1326,Closed,Incident Response,L1
RES00566,INC00566,15,423,Contained,SOC Tier 2,L1
RES00567,INC00567,99,1338,Contained,Incident Response,L1
RES00568,INC00568,138,1484,Closed,SOC Tier 2,L1
RES00569,INC00569,94,1019,In Progress,Forensics,L1
RES00570,INC00570,29,946,Closed,Forensics,L1
RES00571,INC00571,64,848,Contained,Network Security,L1
RES00572,INC00572,59,665,In Progress,Incident Response,L1
RES00573,INC00573,66,734,Closed,SOC Tier 1,L1
RES00574,INC00574,5,771,Contained,Network Security,L2
RES00575,INC00575,7,716,Closed,SOC Tier 2,L1
RES00576,INC00576,28,1222,Closed,SOC Tier 2,L3
RES00577,INC00577,59,1173,Closed,Network Security,L1
RES00578,INC00578,48,568,Contained,SOC Tier 1,L1
RES00579,INC00579,44,797,In Progress,SOC Tier 2,L1
RES00580,INC00580,9,342,Closed,Network Security,L1
RES00581,INC00581,11,289,Contained,Forensics,L1
RES00582,INC00582,55,605,Closed,Incident Response,L1
RES00583,INC00583,42,154,Closed,Incident Response,L1
RES00584,INC00584,17,1251,In Progress,Forensics,L1
RES00585,INC00585,53,260,In Progress,SOC Tier 1,L1
RES00586,INC00586,270,760,Closed,Incident Response,L1
RES00587,INC00587,188,572,Closed,SOC Tier 2,L3
RES00588,INC00588,26,347,In Progress,Incident Response,L3
RES00589,INC00589,108,656,Closed,Forensics,L1
RES00590,INC00590,46,1090,Closed,Incident Response,L3
RES00591,INC00591,114,1402,Contained,Forensics,L1
RES00592,INC00592,120,416,In Progress,Incident Response,L2
RES00593,INC00593,5,372,Closed,Forensics,L1
RES00594,INC00594,13,705,Closed,SOC Tier 1,L3
RES00595,INC00595,15,495,Closed,SOC Tier 2,L3
RES00596,INC00596,252,1409,In Progress,SOC Tier 2,L1
RES00597,INC00597,13,357,Closed,Network Security,L1
RES00598,INC00598,12,609,Closed,Incident Response,L1
RES00599,INC00599,65,864,Closed,SOC Tier 2,L1
RES00600,INC00600,10,577,Contained,SOC Tier 1,L3
RES00601,INC00601,41,941,Pending,SOC Tier 2,L1
RES00602,INC00602,171,1328,Contained,SOC Tier 1,L1
RES00603,INC00603,16,796,Contained,Network Security,L2
RES00604,INC00604,13,687,Contained,Forensics,L1
RES00605,INC00605,66,1438,Closed,Forensics,L1
RES00606,INC00606,41,1455,In Progress,SOC Tier 2,L1
RES00607,INC00607,109,1542,Closed,Incident Response,L1
RES00608,INC00608,14,67,Contained,Incident Response,L1
RES00609,INC00609,61,1271,Closed,Incident Response,L2
RES00610,INC00610,53,1350,Contained,Incident Response,L1
RES00611,INC00611,72,1237,Closed,SOC Tier 2,L1
RES00612,INC00612,58,1144,Closed,SOC Tier 1,L3
RES00613,INC00613,248,794,Closed,Incident Response,L2
RES00614,INC00614,14,1067,In Progress,SOC Tier 1,L1
RES00615,INC00615,53,900,In Progress,SOC Tier 1,L1
RES00616,INC00616,18,1220,Closed,Incident Response,L1
RES00617,INC00617,12,537,In Progress,Forensics,L1
RES00618,INC00618,12,1089,Closed,Incident Response,L1
RES00619,INC00619,105,1240,Pending,SOC Tier 1,L1
RES00620,INC00620,72,1277,Pending,Forensics,L1
RES00621,INC00621,44,316,Closed,Network Security,L1
RES00622,INC00622,5,1252,Closed,SOC Tier 2,L2
RES00623,INC00623,25,360,Closed,SOC Tier 2,L2
RES00624,INC00624,13,1364,Contained,Forensics,L1
RES00625,INC00625,47,131,Closed,Incident Response,L3
RES00626,INC00626,26,371,Closed,SOC Tier 1,L1
RES00627,INC00627,22,910,In Progress,SOC Tier 2,L1
RES00628,INC00628,69,865,Contained,SOC Tier 2,L1
RES00629,INC00629,22,1022,Contained,Incident Response,L1
RES00630,INC00630,132,731,Closed,SOC Tier 2,L1
RES00631,INC00631,7,41,Contained,Incident Response,L3
RES00632,INC00632,45,945,Closed,SOC Tier 2,L1
RES00633,INC00633,81,831,Contained,Network Security,L2
RES00634,INC00634,26,773,Closed,Incident Response,L1
RES00635,INC00635,178,739,Closed,Forensics,L3
RES00636,INC00636,15,1300,Contained,Forensics,L2
RES00637,INC00637,5,1152,Contained,SOC Tier 2,L3
RES00638,INC00638,14,299,In Progress,SOC Tier 1,L1
RES00639,INC00639,38,122,Contained,Incident Response,L2
RES00640,INC00640,95,380,In Progress,SOC Tier 2,L1
RES00641,INC00641,22,120,Closed,Forensics,L1
RES00642,INC00642,55,1085,Contained,Incident Response,L1
RES00643,INC00643,5,909,In Progress,SOC Tier 2,L1
RES00644,INC00644,25,707,In Progress,SOC Tier 2,L2
RES00645,INC00645,61,925,Closed,Forensics,L1
RES00646,INC00646,182,1351,Closed,SOC Tier 1,L1
RES00647,INC00647,91,1292,Contained,Forensics,L1
RES00648,INC00648,14,656,In Progress,SOC Tier 2,L1
RES00649,INC00649,9,874,Contained,Forensics,L1
RES00650,INC00650,41,884,Closed,Incident Response,L1
RES00651,INC00651,36,1404,Closed,Incident Response,L2
RES00652,INC00652,24,1127,In Progress,SOC Tier 2,L1
RES00653,INC00653,64,537,Closed,Network Security,L3
RES00654,INC00654,65,1345,Closed,Network Security,L1
RES00655,INC00655,16,607,Closed,Incident Response,L1
RES00656,INC00656,46,1144,Contained,Incident Response,L2
RES00657,INC00657,20,1428,Closed,Incident Response,L3
RES00658,INC00658,60,1230,Closed,Incident Response,L1
RES00659,INC00659,18,199,In Progress,Forensics,L1
RES00660,INC00660,28,348,Pending,SOC Tier 1,L1
RES00661,INC00661,33,1185,Contained,SOC Tier 2,L1
RES00662,INC00662,58,261,Pending,Forensics,L1
RES00663,INC00663,188,234,Contained,Network Security,L1
RES00664,INC00664,46,439,Closed,SOC Tier 2,L3
RES00665,INC00665,226,941,Closed,Incident Response,L1
RES00666,INC00666,20,231,Pending,SOC Tier 1,L1
RES00667,INC00667,84,330,Pending,SOC Tier 1,L1
RES00668,INC00668,78,585,Closed,Forensics,L1
RES00669,INC00669,53,927,Contained,Network Security,L2
RES00670,INC00670,32,829,In Progress,SOC Tier 1,L2
RES00671,INC00671,77,1232,Closed,Network Security,L3
RES00672,INC00672,380,1792,In Progress,Incident Response,L3
RES00673,INC00673,111,187,Pending,Incident Response,L1
RES00674,INC00674,38,1038,Closed,Forensics,L2
RES00675,INC00675,17,277,Closed,Forensics,L1
RES00676,INC00676,43,581,Contained,SOC Tier 1,L1
RES00677,INC00677,98,611,Closed,SOC Tier 2,L1
RES00678,INC00678,50,1068,Closed,SOC Tier 2,L1
RES00679,INC00679,42,432,Pending,Forensics,L1
RES00680,INC00680,169,1460,Closed,Network Security,L3
RES00681,INC00681,24,594,In Progress,Network Security,L1
RES00682,INC00682,73,1252,Contained,SOC Tier 1,L1
RES00683,INC00683,99,1471,Contained,Forensics,L1
RES00684,INC00684,107,857,Contained,Incident Response,L1
RES00685,INC00685,45,217,In Progress,SOC Tier 2,L1
RES00686,INC00686,193,1211,Closed,Incident Response,L1
RES00687,INC00687,121,747,Contained,Incident Response,L1
RES00688,INC00688,268,775,Closed,SOC Tier 2,L1
RES00689,INC00689,41,715,Contained,Forensics,L1
RES00690,INC00690,43,495,Closed,Forensics,L1
RES00691,INC00691,46,471,Closed,SOC Tier 1,L1
RES00692,INC00692,32,1457,Contained,Forensics,L1
RES00693,INC00693,79,501,Closed,Incident Response,L1
RES00694,INC00694,12,688,Closed,Network Security,L1
RES00695,INC00695,89,1126,Contained,Network Security,L3
RES00696,INC00696,73,414,Contained,Incident Response,L1
RES00697,INC00697,28,929,Closed,Network Security,L1
RES00698,INC00698,93,1385,Closed,Network Security,L1
RES00699,INC00699,62,1238,Contained,Forensics,L1
RES00700,INC00700,36,106,Closed,Incident Response,L1
RES00701,INC00701,20,621,Contained,Network Security,L1
RES00702,INC00702,149,179,Contained,Forensics,L3
RES00703,INC00703,34,919,Closed,Forensics,L3
RES00704,INC00704,89,577,Closed,SOC Tier 1,L1
RES00705,INC00705,129,1418,In Progress,Incident Response,L2
RES00706,INC00706,201,478,In Progress,Incident Response,L1
RES00707,INC00707,296,1526,In Progress,Network Security,L2
RES00708,INC00708,65,577,Closed,Network Security,L1
RES00709,INC00709,81,1408,Contained,Forensics,L1
RES00710,INC00710,32,343,Contained,Incident Response,L1
RES00711,INC00711,51,460,In Progress,Network Security,L1
RES00712,INC00712,210,734,Closed,Forensics,L1
RES00713,INC00713,56,1475,Contained,SOC Tier 1,L1
RES00714,INC00714,120,1184,Closed,Network Security,L1
RES00715,INC00715,35,1216,In Progress,SOC Tier 2,L2
RES00716,INC00716,69,878,In Progress,Forensics,L3
RES00717,INC00717,57,1207,Pending,Incident Response,L1
RES00718,INC00718,29,942,Contained,Network Security,L1
RES00719,INC00719,6,977,Contained,Network Security,L1
RES00720,INC00720,153,1363,In Progress,SOC Tier 2,L1
RES00721,INC00721,155,1571,Contained,Incident Response,L1
RES00722,INC00722,71,912,Pending,Network Security,L1
RES00723,INC00723,17,669,Contained,Network Security,L1
RES00724,INC00724,9,959,In Progress,SOC Tier 2,L1
RES00725,INC00725,44,1119,In Progress,Forensics,L1
RES00726,INC00726,130,1550,Pending,SOC Tier 1,L1
RES00727,INC00727,143,1158,Closed,SOC Tier 2,L1
RES00728,INC00728,78,1453,Closed,Forensics,L1
RES00729,INC00729,125,1187,Closed,Network Security,L2
RES00730,INC00730,33,1404,In Progress,Incident Response,L1
RES00731,INC00731,92,1181,Closed,Incident Response,L1
RES00732,INC00732,180,1457,Closed,Forensics,L1
RES00733,INC00733,106,404,Contained,SOC Tier 2,L2
RES00734,INC00734,50,1479,In Progress,SOC Tier 2,L1
RES00735,INC00735,114,636,Closed,Incident Response,L1
RES00736,INC00736,97,1251,Closed,Forensics,L1
RES00737,INC00737,5,588,Closed,Incident Response,L1
RES00738,INC00738,141,816,Closed,Network Security,L3
RES00739,INC00739,5,1089,Closed,Forensics,L1
RES00740,INC00740,5,797,Closed,Forensics,L1
RES00741,INC00741,5,1044,Pending,Incident Response,L2
RES00742,INC00742,148,289,In Progress,Incident Response,L1
RES00743,INC00743,170,1375,Closed,SOC Tier 1,L1
RES00744,INC00744,80,685,In Progress,SOC Tier 1,L2
RES00745,INC00745,104,1245,Contained,Incident Response,L1
RES00746,INC00746,6,438,Contained,Network Security,L1
RES00747,INC00747,32,902,In Progress,Forensics,L1
RES00748,INC00748,67,926,Pending,Incident Response,L1
RES00749,INC00749,75,302,Closed,Incident Response,L3
RES00750,INC00750,44,742,Contained,Forensics,L1
RES00751,INC00751,57,982,Closed,SOC Tier 2,L1
RES00752,INC00752,28,1236,Contained,SOC Tier 1,L3
RES00753,INC00753,5,1285,Closed,Forensics,L1
RES00754,INC00754,32,604,Closed,Incident Response,L3
RES00755,INC00755,38,974,Closed,SOC Tier 1,L1
RES00756,INC00756,36,312,Contained,SOC Tier 2,L1
RES00757,INC00757,10,1302,Pending,SOC Tier 2,L1
RES00758,INC00758,9,1262,Closed,SOC Tier 2,L1
RES00759,INC00759,31,1469,Closed,Incident Response,L2
RES00760,INC00760,7,722,Pending,Forensics,L1
RES00761,INC00761,15,551,Closed,Network Security,L3
RES00762,INC00762,41,1139,Closed,Forensics,L1
RES00763,INC00763,92,1141,In Progress,Forensics,L1
RES00764,INC00764,66,394,Closed,SOC Tier 2,L2
RES00765,INC00765,6,797,In Progress,SOC Tier 1,L3
RES00766,INC00766,19,956,Pending,SOC Tier 1,L2
RES00767,INC00767,125,796,Closed,Network Security,L3
RES00768,INC00768,34,587,Contained,SOC Tier 2,L2
RES00769,INC00769,12,380,Closed,Network Security,L1
RES00770,INC00770,211,821,Closed,Incident Response,L1
RES00771,INC00771,100,476,Closed,Forensics,L1
RES00772,INC00772,17,470,Contained,Incident Response,L1
RES00773,INC00773,49,339,Contained,Forensics,L1
RES00774,INC00774,56,616,Contained,SOC Tier 2,L1
RES00775,INC00775,54,974,Closed,Network Security,L1
RES00776,INC00776,55,617,Contained,Incident Response,L1
RES00777,INC00777,28,258,Closed,SOC Tier 1,L1
RES00778,INC00778,57,1216,Contained,SOC Tier 2,L1
RES00779,INC00779,115,753,In Progress,SOC Tier 2,L1
RES00780,INC00780,90,943,Closed,SOC Tier 1,L1
RES00781,INC00781,56,823,Closed,Forensics,L1
RES00782,INC00782,13,756,Contained,SOC Tier 2,L1
RES00783,INC00783,163,810,Closed,Incident Response,L1
RES00784,INC00784,137,1232,Contained,Incident Response,L2
RES00785,INC00785,9,1244,Closed,Incident Response,L3
RES00786,INC00786,97,1401,Contained,Network Security,L1
RES00787,INC00787,41,695,Closed,Forensics,L3
RES00788,INC00788,88,598,Pending,Forensics,L1
RES00789,INC00789,5,151,In Progress,Forensics,L2
RES00790,INC00790,20,674,Closed,Incident Response,L1
RES00791,INC00791,25,1454,Contained,Network Security,L2
RES00792,INC00792,18,414,Pending,SOC Tier 1,L1
RES00793,INC00793,5,1226,In Progress,Forensics,L1
RES00794,INC00794,101,1197,Contained,SOC Tier 1,L2
RES00795,INC00795,80,1040,Closed,SOC Tier 1,L2
RES00796,INC00796,31,858,Contained,Forensics,L1
RES00797,INC00797,5,1101,Closed,Network Security,L1
RES00798,INC00798,172,340,Closed,SOC Tier 1,L1
RES00799,INC00799,20,230,Contained,Forensics,L1
RES00800,INC00800,82,387,Closed,SOC Tier 1,L1
RES00801,INC00801,124,1233,In Progress,SOC Tier 1,L3
RES00802,INC00802,57,696,Contained,Forensics,L1
RES00803,INC00803,113,435,In Progress,SOC Tier 2,L1
RES00804,INC00804,74,167,Pending,SOC Tier 2,L2
RES00805,INC00805,141,860,Pending,Network Security,L1
RES00806,INC00806,87,679,In Progress,Network Security,L1
RES00807,INC00807,336,616,Closed,Incident Response,L2
RES00808,INC00808,64,126,Closed,Forensics,L3
RES00809,INC00809,21,1113,Closed,SOC Tier 1,L2
RES00810,INC00810,12,1140,Closed,Forensics,L3
RES00811,INC00811,141,517,Closed,SOC Tier 2,L3
RES00812,INC00812,92,818,In Progress,Network Security,L1
RES00813,INC00813,13,400,Closed,SOC Tier 2,L3
RES00814,INC00814,25,631,Contained,SOC Tier 2,L1
RES00815,INC00815,55,239,Closed,SOC Tier 2,L1
RES00816,INC00816,16,1380,Closed,Incident Response,L1
RES00817,INC00817,69,1115,In Progress,Forensics,L1
RES00818,INC00818,28,1328,Closed,SOC Tier 1,L2
RES00819,INC00819,38,485,Closed,Network Security,L2
RES00820,INC00820,8,1268,Closed,Forensics,L3
RES00821,INC00821,54,814,In Progress,Network Security,L1
RES00822,INC00822,45,354,Closed,Forensics,L1
RES00823,INC00823,113,611,Closed,SOC Tier 1,L1
RES00824,INC00824,14,1188,Contained,SOC Tier 2,L1
RES00825,INC00825,57,1179,Contained,Incident Response,L1
RES00826,INC00826,11,1056,In Progress,Incident Response,L2
RES00827,INC00827,82,431,Closed,SOC Tier 2,L1
RES00828,INC00828,5,948,In Progress,SOC Tier 2,L3
RES00829,INC00829,147,1503,In Progress,Forensics,L1
RES00830,INC00830,102,200,Contained,SOC Tier 2,L1
RES00831,INC00831,66,549,Closed,Forensics,L3
RES00832,INC00832,5,148,Closed,SOC Tier 1,L1
RES00833,INC00833,26,202,Pending,Incident Response,L1
RES00834,INC00834,19,1455,In Progress,Network Security,L2
RES00835,INC00835,38,406,Closed,Forensics,L1
RES00836,INC00836,27,309,Contained,Network Security,L1
RES00837,INC00837,62,196,Pending,SOC Tier 1,L2
RES00838,INC00838,97,1510,Closed,Network Security,L3
RES00839,INC00839,51,741,In Progress,SOC Tier 2,L3
RES00840,INC00840,87,1232,Contained,Forensics,L2
RES00841,INC00841,58,440,In Progress,Network Security,L1
RES00842,INC00842,33,966,Closed,SOC Tier 1,L1
RES00843,INC00843,15,1294,Closed,SOC Tier 2,L1
RES00844,INC00844,16,992,Contained,Forensics,L1
RES00845,INC00845,20,779,Closed,Forensics,L1
RES00846,INC00846,49,375,Closed,Network Security,L1
RES00847,INC00847,32,391,Closed,SOC Tier 2,L1
RES00848,INC00848,117,988,Contained,SOC Tier 2,L2
RES00849,INC00849,111,777,Contained,Network Security,L3
RES00850,INC00850,159,254,Closed,Incident Response,L1
RES00851,INC00851,43,349,Pending,SOC Tier 2,L1
RES00852,INC00852,39,678,Pending,SOC Tier 2,L1
RES00853,INC00853,63,345,In Progress,SOC Tier 1,L3
RES00854,INC00854,251,1062,Closed,Incident Response,L1
RES00855,INC00855,19,472,In Progress,Incident Response,L3
RES00856,INC00856,47,488,Contained,Incident Response,L1
RES00857,INC00857,5,187,Closed,Forensics,L1
RES00858,INC00858,209,948,In Progress,Network Security,L1
RES00859,INC00859,44,339,Contained,Incident Response,L1
RES00860,INC00860,7,925,Contained,SOC Tier 2,L3
RES00861,INC00861,31,1383,In Progress,Network Security,L1
RES00862,INC00862,50,1366,Closed,Forensics,L1
RES00863,INC00863,18,988,In Progress,SOC Tier 1,L1
RES00864,INC00864,19,1187,Closed,SOC Tier 2,L3
RES00865,INC00865,13,1341,Contained,SOC Tier 1,L3
RES00866,INC00866,31,1022,In Progress,SOC Tier 2,L1
RES00867,INC00867,66,458,In Progress,SOC Tier 1,L1
RES00868,INC00868,270,1006,Contained,Incident Response,L1
RES00869,INC00869,53,1291,Contained,Forensics,L1
RES00870,INC00870,9,980,In Progress,Forensics,L1
RES00871,INC00871,48,588,Closed,SOC Tier 2,L1
RES00872,INC00872,174,441,Contained,Network Security,L2
RES00873,INC00873,9,242,Closed,SOC Tier 2,L1
RES00874,INC00874,15,576,In Progress,SOC Tier 2,L1
RES00875,INC00875,49,1213,In Progress,Network Security,L3
RES00876,INC00876,270,1079,Closed,Network Security,L2
RES00877,INC00877,54,168,In Progress,Incident Response,L1
RES00878,INC00878,50,1374,In Progress,SOC Tier 1,L3
RES00879,INC00879,77,677,In Progress,Incident Response,L1
RES00880,INC00880,35,615,Pending,SOC Tier 2,L3
RES00881,INC00881,15,1200,Closed,SOC Tier 1,L2
RES00882,INC00882,6,567,Contained,SOC Tier 1,L3
RES00883,INC00883,133,1033,Closed,Incident Response,L1
RES00884,INC00884,18,1346,In Progress,SOC Tier 1,L1
RES00885,INC00885,33,793,Contained,Network Security,L1
RES00886,INC00886,48,943,Contained,SOC Tier 1,L3
RES00887,INC00887,9,537,Contained,SOC Tier 2,L1
RES00888,INC00888,18,1303,Closed,Forensics,L1
RES00889,INC00889,61,196,Closed,Network Security,L1
RES00890,INC00890,28,447,Pending,Incident Response,L1
RES00891,INC00891,156,1583,Contained,SOC Tier 1,L1
RES00892,INC00892,42,754,Closed,SOC Tier 1,L1
RES00893,INC00893,6,282,Pending,Forensics,L1
RES00894,INC00894,316,929,Closed,Network Security,L1
RES00895,INC00895,129,518,In Progress,Forensics,L2
RES00896,INC00896,98,868,Contained,Forensics,L1
RES00897,INC00897,129,491,Contained,SOC Tier 1,L1
RES00898,INC00898,19,612,Contained,Forensics,L2
RES00899,INC00899,36,1346,Closed,Incident Response,L1
RES00900,INC00900,51,197,Closed,Network Security,L1
RES00901,INC00901,60,1166,Closed,Incident Response,L2
RES00902,INC00902,25,165,Closed,Network Security,L1
RES00903,INC00903,71,745,Contained,Forensics,L2
RES00904,INC00904,28,1000,Contained,Forensics,L1
RES00905,INC00905,23,1400,Contained,Incident Response,L1
RES00906,INC00906,15,397,Closed,SOC Tier 2,L2
RES00907,INC00907,5,109,In Progress,Network Security,L1
RES00908,INC00908,5,1093,Closed,Incident Response,L1
RES00909,INC00909,32,1322,Closed,SOC Tier 2,L3
RES00910,INC00910,103,929,Closed,Network Security,L1
RES00911,INC00911,25,140,Contained,SOC Tier 1,L3
RES00912,INC00912,20,755,Closed,Incident Response,L1
RES00913,INC00913,20,601,Closed,Network Security,L2
RES00914,INC00914,25,691,Closed,Forensics,L3
RES00915,INC00915,158,264,In Progress,Network Security,L1
RES00916,INC00916,28,505,Closed,Forensics,L3
RES00917,INC00917,117,1555,Contained,Forensics,L1
RES00918,INC00918,19,113,Closed,SOC Tier 2,L1
RES00919,INC00919,109,1428,Closed,Forensics,L1
RES00920,INC00920,291,1050,In Progress,SOC Tier 2,L2
RES00921,INC00921,35,889,Closed,Network Security,L1
RES00922,INC00922,41,1387,Contained,SOC Tier 2,L1
RES00923,INC00923,92,429,Closed,Incident Response,L1
RES00924,INC00924,63,1481,Closed,Network Security,L1
RES00925,INC00925,80,500,Closed,Forensics,L1
RES00926,INC00926,209,731,Closed,Forensics,L1
RES00927,INC00927,81,744,In Progress,Forensics,L1
RES00928,INC00928,23,901,In Progress,Incident Response,L1
RES00929,INC00929,314,799,Closed,Forensics,L1
RES00930,INC00930,93,1241,In Progress,SOC Tier 1,L1
RES00931,INC00931,76,136,In Progress,Forensics,L1
RES00932,INC00932,201,1170,In Progress,SOC Tier 2,L1
RES00933,INC00933,76,1031,Contained,Incident Response,L1
RES00934,INC00934,82,865,Closed,Forensics,L1
RES00935,INC00935,31,925,In Progress,Network Security,L3
RES00936,INC00936,20,1104,Contained,Forensics,L2
RES00937,INC00937,19,1324,Closed,Network Security,L1
RES00938,INC00938,16,353,Closed,Network Security,L1
RES00939,INC00939,32,734,In Progress,SOC Tier 1,L1
RES00940,INC00940,28,850,Closed,Forensics,L1
RES00941,INC00941,36,552,In Progress,Network Security,L1
RES00942,INC00942,34,1437,Closed,Network Security,L1
RES00943,INC00943,11,762,Pending,Incident Response,L1
RES00944,INC00944,11,876,Contained,Forensics,L2
RES00945,INC00945,16,320,In Progress,Incident Response,L1
RES00946,INC00946,35,651,Closed,SOC Tier 1,L3
RES00947,INC00947,85,997,Pending,SOC Tier 1,L1
RES00948,INC00948,25,658,Contained,Network Security,L1
RES00949,INC00949,12,1127,Closed,Network Security,L1
RES00950,INC00950,37,259,Pending,SOC Tier 2,L1
RES00951,INC00951,325,571,Closed,Network Security,L1
RES00952,INC00952,52,559,Contained,Forensics,L3
RES00953,INC00953,55,533,In Progress,Incident Response,L3
RES00954,INC00954,41,1220,In Progress,Forensics,L1
RES00955,INC00955,30,1283,Contained,SOC Tier 1,L1
RES00956,INC00956,76,771,In Progress,Incident Response,L1
RES00957,INC00957,5,747,Contained,Incident Response,L3
RES00958,INC00958,58,503,Closed,SOC Tier 2,L1
RES00959,INC00959,48,827,Contained,SOC Tier 1,L1
RES00960,INC00960,59,1085,Contained,Incident Response,L1
RES00961,INC00961,7,1055,Closed,SOC Tier 2,L2
RES00962,INC00962,87,1483,Contained,SOC Tier 2,L1
RES00963,INC00963,25,869,Closed,SOC Tier 2,L3
RES00964,INC00964,10,519,Closed,Incident Response,L1
RES00965,INC00965,42,170,In Progress,Forensics,L2
RES00966,INC00966,38,1037,Closed,Incident Response,L1
RES00967,INC00967,112,1275,Closed,Incident Response,L1
RES00968,INC00968,52,860,Contained,SOC Tier 2,L2
RES00969,INC00969,36,1367,Closed,Incident Response,L1
RES00970,INC00970,142,618,Contained,SOC Tier 2,L1
RES00971,INC00971,124,229,Closed,Forensics,L1
RES00972,INC00972,33,955,Contained,Incident Response,L1
RES00973,INC00973,33,233,Pending,Incident Response,L3
RES00974,INC00974,38,186,Closed,SOC Tier 1,L1
RES00975,INC00975,64,1083,In Progress,Forensics,L1
RES00976,INC00976,99,741,Closed,Incident Response,L1
RES00977,INC00977,64,946,Closed,SOC Tier 1,L1
RES00978,INC00978,5,1089,Closed,SOC Tier 1,L1
RES00979,INC00979,35,604,Closed,SOC Tier 2,L2
RES00980,INC00980,108,999,Closed,Network Security,L1
RES00981,INC00981,50,840,Closed,SOC Tier 1,L1
RES00982,INC00982,75,922,Closed,SOC Tier 1,L1
